City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Wind Direction,Weather,Country,Date
235,Guamal,9.1433,-74.2238,77.63,86,98,3.78,218,overcast clouds,CO,2022-03-19 05:54:43
236,Belaya Gora,68.5333,146.4167,0.36,89,39,2.48,196,scattered clouds,RU,2022-03-19 05:56:16
237,Coihaique,-45.5752,-72.0662,39.15,81,0,4.61,360,clear sky,CL,2022-03-19 05:53:59
238,Kirakira,-10.4544,161.9205,81.37,78,100,3.8,342,moderate rain,SB,2022-03-19 05:56:16
239,Kavieng,-2.5744,150.7967,85.89,62,57,12.88,85,broken clouds,PG,2022-03-19 05:56:17
240,San Patricio,28.017,-97.5169,68.09,51,6,9.22,54,clear sky,US,2022-03-19 05:56:18
241,Goderich,43.7501,-81.7165,44.92,81,100,5.75,140,overcast clouds,CA,2022-03-19 05:56:18
242,Zhigansk,66.7697,123.3711,3.79,93,100,22.39,161,overcast clouds,RU,2022-03-19 05:56:19
243,Almeirim,-1.5233,-52.5817,72.18,99,100,2.08,59,overcast clouds,BR,2022-03-19 05:56:19
244,Lamu,-2.2717,40.902,82.67,69,38,6.8,105,scattered clouds,KE,2022-03-19 05:56:20
245,Jijiga,9.35,42.8,72.5,37,44,8.75,158,scattered clouds,ET,2022-03-19 05:56:20
246,Keighley,53.8679,-1.9066,47.71,3,5,7.0,114,clear sky,GB,2022-03-19 05:56:21
247,Samarai,-10.6167,150.6667,86.97,68,95,5.3,336,overcast clouds,PG,2022-03-19 05:56:21
248,Carnarvon,-24.8667,113.6333,86.07,45,0,17.27,200,clear sky,AU,2022-03-19 05:56:22
249,Okahandja,-21.9833,16.9167,64.47,77,93,10.38,67,overcast clouds,NA,2022-03-19 05:56:22
250,Salamanca,40.8333,-6.0,41.99,86,85,3.2,116,overcast clouds,ES,2022-03-19 05:54:36
251,Atikokan,48.7555,-91.6216,22.41,96,93,2.77,161,overcast clouds,CA,2022-03-19 05:56:23
252,Zhigalovo,54.8097,105.1578,21.04,74,100,7.9,293,light snow,RU,2022-03-19 05:56:23
253,Souillac,-20.5167,57.5167,84.18,71,37,1.3,205,scattered clouds,MU,2022-03-19 05:52:17
254,Lorengau,-2.0226,147.2712,85.75,64,71,8.9,102,broken clouds,PG,2022-03-19 05:54:15
255,Urengoy,65.9667,78.3667,24.82,92,100,13.6,301,overcast clouds,RU,2022-03-19 05:56:24
256,Santa Marta,11.2408,-74.199,82.89,65,23,21.99,178,few clouds,CO,2022-03-19 05:56:25
257,Faanui,-16.4833,-151.75,82.51,70,5,14.56,106,clear sky,PF,2022-03-19 05:56:25
258,Kizukuri,40.8061,140.3861,39.11,78,100,6.93,300,overcast clouds,JP,2022-03-19 05:56:26
259,Saryg-Sep,51.5,95.6,17.69,83,100,3.91,267,overcast clouds,RU,2022-03-19 05:56:26
260,Faya,18.3851,42.4509,60.91,54,12,5.59,221,few clouds,SA,2022-03-19 05:53:43
261,Codrington,-38.2667,141.9667,78.31,35,19,3.56,229,few clouds,AU,2022-03-19 05:56:27
262,Tilichiki,60.4667,166.1,15.87,93,100,4.27,67,light snow,RU,2022-03-19 05:56:28
263,Castro,-24.7911,-50.0119,64.71,97,96,5.26,231,overcast clouds,BR,2022-03-19 05:56:28
264,Opuwo,-18.0607,13.84,68.77,56,8,3.87,174,clear sky,NA,2022-03-19 05:56:29
265,Avarua,-21.2078,-159.775,78.85,83,90,4.61,100,overcast clouds,CK,2022-03-19 05:53:31
266,Anloga,5.7947,0.8973,82.13,82,53,13.51,226,broken clouds,GH,2022-03-19 05:56:29
267,Touba,8.2833,-7.6833,72.37,88,96,4.23,218,overcast clouds,CI,2022-03-19 05:56:30
268,Husavik,66.0449,-17.3389,28.44,95,100,4.7,118,snow,IS,2022-03-19 05:56:30
269,Monkey Bay,-14.0728,34.9201,74.52,85,100,12.93,156,overcast clouds,MW,2022-03-19 05:56:31
270,Warren,39.4334,-84.1666,59.49,86,100,14.97,250,heavy intensity rain,US,2022-03-19 05:56:31
271,Port-Cartier,50.0334,-66.8654,23.22,86,4,7.34,333,clear sky,CA,2022-03-19 05:53:05
272,Sharanga,57.1775,46.5396,28.49,92,76,6.46,295,broken clouds,RU,2022-03-19 05:56:32
273,Yomou,7.5603,-9.2653,69.96,98,96,2.33,246,overcast clouds,GN,2022-03-19 05:56:33
274,Edeia,-17.3383,-49.9314,68.31,93,13,1.72,78,few clouds,BR,2022-03-19 05:56:33
275,Ambilobe,-13.2,49.05,81.07,86,100,3.87,293,light rain,MG,2022-03-19 05:56:33
276,Jalingo,8.8833,11.3667,76.3,14,14,2.89,91,few clouds,NG,2022-03-19 05:56:34
277,Rognan,67.0953,15.3878,46.54,88,100,17.09,208,moderate rain,NO,2022-03-19 05:56:34
278,Miri,4.4148,114.0089,84.34,79,40,6.91,0,scattered clouds,MY,2022-03-19 05:56:35
279,Ilulissat,69.2167,-51.1,-2.43,98,100,9.37,201,light snow,GL,2022-03-19 05:56:35
280,Sola,-13.8833,167.55,80.82,76,100,11.03,332,overcast clouds,VU,2022-03-19 05:56:36
281,Cuenca,-2.8833,-78.9833,59.13,88,94,3.44,250,overcast clouds,EC,2022-03-19 05:56:36
282,Santo Antonio Da Platina,-23.295,-50.0772,69.87,95,99,2.15,205,overcast clouds,BR,2022-03-19 05:57:37
283,Virginia Beach,36.8529,-75.978,64.45,87,75,5.75,190,broken clouds,US,2022-03-19 05:54:38
284,Portland,45.5234,-122.6762,53.02,81,100,4.0,231,overcast clouds,US,2022-03-19 05:57:04
285,Asfi,32.2994,-9.2372,57.09,77,0,7.49,65,clear sky,MA,2022-03-19 05:57:38
286,Carson City,39.1638,-119.7674,54.43,43,0,5.01,188,clear sky,US,2022-03-19 05:53:27
287,Ust-Tsilma,65.441,52.1498,31.05,90,77,10.45,263,broken clouds,RU,2022-03-19 05:57:39
288,Makhinjauri,41.6739,41.694,33.66,93,75,6.91,200,light snow,GE,2022-03-19 05:57:39
289,Maceio,-9.6658,-35.7353,72.84,94,20,3.44,310,few clouds,BR,2022-03-19 05:57:40
290,Almenara,-16.1836,-40.6944,67.15,98,26,1.16,273,light rain,BR,2022-03-19 05:57:40
291,Hambantota,6.1241,81.1185,88.14,74,20,10.36,260,few clouds,LK,2022-03-19 05:57:41
292,The Pas,53.8251,-101.2541,32.02,80,0,8.05,250,clear sky,CA,2022-03-19 05:57:41
293,Detroit,42.3314,-83.0458,47.25,96,100,8.05,90,light rain,US,2022-03-19 05:53:25
294,Coquimbo,-29.9533,-71.3436,58.73,100,100,0.0,0,mist,CL,2022-03-19 05:57:42
295,Bathsheba,13.2167,-59.5167,79.41,73,40,24.16,90,scattered clouds,BB,2022-03-19 05:57:43
296,Cabo San Lucas,22.8909,-109.9124,68.5,77,0,7.9,308,clear sky,MX,2022-03-19 05:57:43
297,Moose Factory,51.2585,-80.6094,21.2,73,0,3.44,140,clear sky,CA,2022-03-19 05:57:44
298,Phan Thiet,10.9333,108.1,89.56,52,95,12.17,134,overcast clouds,VN,2022-03-19 05:54:54
299,Venice,27.0998,-82.4543,72.99,97,0,3.44,50,clear sky,US,2022-03-19 05:53:54
300,Luba,3.4568,8.5547,76.89,77,74,3.8,225,broken clouds,GQ,2022-03-19 05:57:45
301,Meadow Lake,34.8014,-106.5436,46.13,20,12,4.45,6,few clouds,US,2022-03-19 05:57:45
302,Cockburn Town,21.4612,-71.1419,77.65,77,2,23.24,98,clear sky,TC,2022-03-19 05:57:45
303,Kalmunai,7.4167,81.8167,85.55,66,8,6.96,11,clear sky,LK,2022-03-19 05:54:30
304,Ancud,-41.8697,-73.8203,47.08,82,100,4.79,164,overcast clouds,CL,2022-03-19 05:57:46
305,Tetouan,35.5711,-5.3724,56.17,82,57,12.66,110,broken clouds,MA,2022-03-19 05:57:47
306,Fairbanks,64.8378,-147.7164,21.81,66,0,0.0,0,clear sky,US,2022-03-19 05:55:53
307,Puerto Narino,-3.7703,-70.3831,73.36,98,100,0.83,53,moderate rain,CO,2022-03-19 05:57:47
308,Anadyr,64.75,177.4833,-3.5,71,0,4.47,30,clear sky,RU,2022-03-19 05:53:32
309,Port Keats,-14.25,129.55,91.33,54,88,10.36,200,overcast clouds,AU,2022-03-19 05:57:48
310,Najran,17.4924,44.1277,59.65,23,16,2.53,124,few clouds,SA,2022-03-19 05:57:48
311,Hervey Bay,-25.2986,152.8535,80.02,61,67,8.99,184,broken clouds,AU,2022-03-19 05:57:49
312,Cuyo,10.8525,121.0086,83.44,73,98,2.24,42,overcast clouds,PH,2022-03-19 05:57:50
313,Sabang,5.8933,95.3214,81.7,77,100,24.09,207,light rain,ID,2022-03-19 05:57:50
314,Smithers,54.7804,-127.1743,35.92,80,40,4.61,140,scattered clouds,CA,2022-03-19 05:57:51
315,Haines Junction,60.7522,-137.5108,28.35,74,91,1.14,40,overcast clouds,CA,2022-03-19 05:53:22
316,Tynda,55.1667,124.7167,12.25,67,72,5.73,281,broken clouds,RU,2022-03-19 05:57:52
317,Nanortalik,60.1432,-45.2371,16.03,81,86,5.3,335,overcast clouds,GL,2022-03-19 05:57:52
318,Bandar-E Lengeh,26.5579,54.8807,73.51,43,0,4.61,300,clear sky,IR,2022-03-19 05:57:53
319,Vardo,70.3705,31.1107,33.46,76,57,31.94,228,broken clouds,NO,2022-03-19 05:53:49
320,Linxia,35.6003,103.2064,55.94,39,89,6.42,11,overcast clouds,CN,2022-03-19 05:57:54
321,Awjilah,29.1081,21.2869,54.73,57,69,20.47,95,broken clouds,LY,2022-03-19 05:57:54
322,Padang,-0.9492,100.3543,87.85,76,95,4.18,313,overcast clouds,ID,2022-03-19 05:55:24
323,Kloulklubed,7.0419,134.2556,82.9,77,100,13.58,73,overcast clouds,PW,2022-03-19 05:57:55
324,Deputatskiy,69.3,139.9,-2.67,94,29,2.42,119,scattered clouds,RU,2022-03-19 05:57:55
325,Mustasaari,63.1142,21.6822,35.89,74,0,11.5,210,clear sky,FI,2022-03-19 05:58:51
326,Ponta Do Sol,32.6667,-17.1,63.05,70,100,3.62,272,overcast clouds,PT,2022-03-19 05:58:56
327,Yulara,-25.2406,130.9889,100.24,15,40,4.61,310,scattered clouds,AU,2022-03-19 05:56:35
328,Karratha,-20.7377,116.8463,96.26,42,0,18.77,19,clear sky,AU,2022-03-19 05:58:57
329,Sesheke,-17.4759,24.2968,66.04,93,90,7.58,96,overcast clouds,ZM,2022-03-19 05:58:57
330,Auki,-8.7676,160.7034,82.51,80,100,3.94,345,overcast clouds,SB,2022-03-19 05:58:58
331,Stranda,62.3096,6.9358,48.54,70,60,16.93,168,broken clouds,NO,2022-03-19 05:58:58
332,Paita,-5.0892,-81.1144,73.71,75,19,10.51,164,few clouds,PE,2022-03-19 05:58:59
333,Honiara,-9.4333,159.95,83.19,74,100,4.43,11,overcast clouds,SB,2022-03-19 05:58:59
334,Narsaq,60.9167,-46.05,8.92,91,100,5.48,26,overcast clouds,GL,2022-03-19 05:59:00
335,Pedernales,18.0384,-71.744,76.66,67,21,7.16,89,few clouds,DO,2022-03-19 05:59:00
336,Fare,-16.7,-151.0167,82.35,72,9,14.88,106,clear sky,PF,2022-03-19 05:59:01
337,Hue,16.4667,107.6,86.11,66,40,4.61,50,scattered clouds,VN,2022-03-19 05:59:01
338,Mitsamiouli,-11.3847,43.2844,84.49,70,20,3.44,60,light rain,KM,2022-03-19 05:59:02
339,Ponta Delgada,37.7333,-25.6667,52.52,58,40,9.22,330,scattered clouds,PT,2022-03-19 05:56:45
340,Necochea,-38.5473,-58.7368,49.66,58,10,8.79,272,clear sky,AR,2022-03-19 05:59:03
341,Dustlik,40.5247,68.0358,41.76,51,100,5.77,340,overcast clouds,UZ,2022-03-19 05:59:03
342,La Palma,33.8464,-118.0467,67.95,74,21,1.01,122,few clouds,US,2022-03-19 05:59:04
343,Omsukchan,62.5333,155.8,6.53,86,71,7.14,170,broken clouds,RU,2022-03-19 05:59:04
344,Pisco,-13.7,-76.2167,66.25,88,0,12.66,210,clear sky,PE,2022-03-19 05:57:28
345,Marrakesh,31.6315,-8.0083,53.67,94,75,2.3,0,mist,MA,2022-03-19 05:57:00
346,Malanje,-9.5402,16.341,64.99,94,99,2.24,322,light rain,AO,2022-03-19 05:59:05
347,Havre-Saint-Pierre,50.2334,-63.5986,26.6,39,0,12.66,320,clear sky,CA,2022-03-19 05:59:06
348,Ostrov,57.3439,28.3537,22.73,81,5,2.33,268,clear sky,RU,2022-03-19 05:59:06
349,Yar-Sale,66.8333,70.8333,20.84,90,79,7.31,214,broken clouds,RU,2022-03-19 05:59:07
350,Rincon,32.296,-81.2354,65.86,86,69,1.01,190,broken clouds,US,2022-03-19 05:57:00
351,Varkkallai,8.7341,76.7067,89.38,67,42,10.42,285,scattered clouds,IN,2022-03-19 05:59:08
352,Shimoda,34.6667,138.95,61.16,61,73,24.07,259,broken clouds,JP,2022-03-19 05:59:08
353,Zyryanka,65.75,150.85,8.85,83,95,4.56,192,overcast clouds,RU,2022-03-19 05:59:09
354,Kaupanger,61.1845,7.2404,37.89,64,0,5.75,250,clear sky,NO,2022-03-19 05:59:09
355,Bam,29.106,58.357,66.97,12,0,5.73,56,clear sky,IR,2022-03-19 05:55:15
356,Cayenne,4.9333,-52.3333,79.09,1,75,4.61,80,broken clouds,GF,2022-03-19 05:59:10
357,Urumqi,43.801,87.6005,31.15,93,100,4.47,320,light snow,CN,2022-03-19 05:59:10
358,Idenao,4.2475,9.0047,79.5,88,86,0.58,95,light rain,CM,2022-03-19 05:59:11
359,Mount Gambier,-37.8333,140.7667,78.71,36,60,9.22,340,broken clouds,AU,2022-03-19 05:59:11
360,Komsomolskiy,40.4272,71.7189,38.12,87,100,6.91,280,mist,UZ,2022-03-19 05:56:23
361,Pevek,69.7008,170.3133,-12.21,87,15,6.33,140,few clouds,RU,2022-03-19 05:59:12
362,Teeli,51.0333,90.2333,18.91,77,47,3.22,80,scattered clouds,RU,2022-03-19 05:59:12
363,Turayf,31.6725,38.6637,44.85,100,0,6.91,260,clear sky,SA,2022-03-19 05:59:13
364,Rehoboth,-23.3167,17.0833,63.7,82,53,10.25,63,broken clouds,NA,2022-03-19 05:59:13
365,La Paz,-16.5,-68.15,46.38,87,40,11.5,80,scattered clouds,BO,2022-03-19 05:59:14
366,East Wenatchee Bench,47.4257,-120.2812,48.96,64,100,1.99,159,overcast clouds,US,2022-03-19 05:59:15
367,Okato,-39.2,173.8833,67.91,67,100,4.38,131,overcast clouds,NZ,2022-03-19 05:59:15
368,Ankpa,7.3706,7.6253,73.18,89,94,4.83,224,overcast clouds,NG,2022-03-19 05:59:16
369,Merauke,-8.4667,140.3333,84.25,77,52,8.1,218,broken clouds,ID,2022-03-19 05:55:05
370,Okha,53.5739,142.9478,30.02,91,100,7.52,64,snow,RU,2022-03-19 05:59:17
371,Kurchum,48.5722,83.6542,21.85,81,99,4.88,262,overcast clouds,KZ,2022-03-19 05:59:17
372,Hammerfest,70.6634,23.6821,36.05,75,99,13.8,210,light rain,NO,2022-03-19 06:00:18
373,Lakatoro,-16.0999,167.4164,83.32,76,90,8.05,326,overcast clouds,VU,2022-03-19 05:58:51
374,Veraval,20.9,70.3667,87.53,44,52,13.2,295,broken clouds,IN,2022-03-19 05:59:09
375,Banjarmasin,-3.3244,114.591,87.94,79,96,2.46,319,overcast clouds,ID,2022-03-19 06:00:19
376,The Valley,18.217,-63.0578,78.1,76,13,22.57,86,few clouds,AI,2022-03-19 06:00:19
377,Broken Hill,-31.95,141.4333,87.21,25,0,8.25,145,clear sky,AU,2022-03-19 06:00:20
378,Vila Franca Do Campo,37.7167,-25.4333,52.21,72,74,21.34,328,broken clouds,PT,2022-03-19 06:00:20
379,Fort Nelson,58.8053,-122.7002,31.62,94,100,2.39,88,overcast clouds,CA,2022-03-19 06:00:21
380,Shanghai,31.2222,121.4581,51.93,71,75,13.42,20,broken clouds,CN,2022-03-19 05:58:32
381,Miyako,39.6367,141.9525,37.69,89,98,16.73,331,overcast clouds,JP,2022-03-19 06:00:22
382,Capaci,38.1711,13.2393,58.75,59,75,6.91,60,broken clouds,IT,2022-03-19 06:00:23
383,Vao,-22.6667,167.4833,77.94,74,68,3.04,121,broken clouds,NC,2022-03-19 06:00:23
384,Gravdal,68.1214,13.5031,44.35,90,100,46.28,245,light rain,NO,2022-03-19 06:00:24
385,Midland,31.9974,-102.0779,51.64,41,0,0.0,0,clear sky,US,2022-03-19 05:56:49
386,Thinadhoo,0.5333,72.9333,82.76,75,75,17.38,262,broken clouds,MV,2022-03-19 06:00:25
387,Porto Santo,33.072,-16.3415,59.38,58,75,4.61,240,broken clouds,PT,2022-03-19 06:00:25
388,Orotukan,62.2667,151.7,12.36,83,65,6.26,203,broken clouds,RU,2022-03-19 06:00:26
389,Inuvik,68.3499,-133.7218,-16.85,99,98,6.69,316,overcast clouds,CA,2022-03-19 06:00:26
390,Tucuma,-0.1833,-50.05,74.61,95,100,4.54,3,overcast clouds,BR,2022-03-19 06:00:27
391,Yeppoon,-23.1333,150.7333,83.98,58,98,17.43,104,overcast clouds,AU,2022-03-19 06:00:00
392,Kruisfontein,-34.0033,24.7314,68.59,86,100,2.73,93,overcast clouds,ZA,2022-03-19 06:00:28
393,Cagdianao,9.9211,125.6692,84.07,72,95,10.13,75,overcast clouds,PH,2022-03-19 06:00:28
394,Vagur,61.4732,-6.8119,46.83,87,100,37.54,202,overcast clouds,FO,2022-03-19 06:00:29
395,Lagoa,39.05,-27.9833,52.36,62,97,27.56,331,overcast clouds,PT,2022-03-19 06:00:29
396,Puerto Escondido,15.85,-97.0667,77.99,68,6,4.29,302,clear sky,MX,2022-03-19 06:00:30
397,Chapais,49.7834,-74.8492,17.13,90,76,4.76,118,broken clouds,CA,2022-03-19 06:00:30
398,Muroto,33.2833,134.15,56.79,67,94,13.24,306,overcast clouds,JP,2022-03-19 06:00:31
399,Methven,-43.6333,171.65,58.46,79,99,4.0,57,light rain,NZ,2022-03-19 06:00:32
400,Pandan,14.0453,124.1694,83.91,77,74,6.87,107,broken clouds,PH,2022-03-19 05:56:37
401,Crixas,-14.5489,-49.9692,70.97,90,42,3.18,131,scattered clouds,BR,2022-03-19 06:00:32
402,Nikki,9.9401,3.2108,76.5,42,99,4.14,216,overcast clouds,BJ,2022-03-19 06:00:33
403,Mareeba,-17.0,145.4333,84.67,68,76,5.64,121,broken clouds,AU,2022-03-19 06:00:33
404,Vacaria,-28.5122,-50.9339,61.45,99,100,4.41,333,overcast clouds,BR,2022-03-19 05:59:39
405,Marawi,7.9986,124.2928,78.67,77,94,6.46,354,overcast clouds,PH,2022-03-19 06:00:34
406,Awbari,26.5921,12.7805,72.05,25,9,11.34,229,clear sky,LY,2022-03-19 06:00:35
407,Sal Rei,16.1833,-22.9167,68.72,78,97,17.98,23,overcast clouds,CV,2022-03-19 06:00:35
408,Chardara,41.2547,67.9692,40.91,50,94,9.53,5,overcast clouds,KZ,2022-03-19 06:00:36
409,Ninghai,29.2892,121.4247,56.61,82,98,7.83,5,overcast clouds,CN,2022-03-19 06:00:36
410,Marinette,45.1,-87.6307,32.49,98,100,14.83,17,light snow,US,2022-03-19 06:00:37
411,Muncar,-8.4333,114.3333,85.19,74,100,8.61,201,overcast clouds,ID,2022-03-19 06:00:37
412,Cururupu,-1.8283,-44.8683,73.13,98,100,2.75,89,light rain,BR,2022-03-19 06:00:38
413,Tukrah,32.5341,20.5791,53.2,68,84,21.41,97,broken clouds,LY,2022-03-19 06:00:39
414,Kisaran,2.9845,99.6158,94.55,45,88,1.16,346,overcast clouds,ID,2022-03-19 06:00:39
415,Zabaykalsk,49.6333,117.3167,21.69,59,88,6.53,226,overcast clouds,RU,2022-03-19 06:01:40
416,Moses Lake,47.1301,-119.2781,42.89,68,100,4.25,122,overcast clouds,US,2022-03-19 06:01:40
417,Henties Bay,-22.116,14.2845,66.56,76,0,3.18,252,clear sky,NA,2022-03-19 06:01:41
418,Chokurdakh,70.6333,147.9167,-5.42,94,31,5.88,171,scattered clouds,RU,2022-03-19 06:01:41
419,Tual,-5.6667,132.75,85.03,67,46,4.38,241,scattered clouds,ID,2022-03-19 06:01:42
420,Sciacca,37.5082,13.0881,57.99,75,100,24.54,104,overcast clouds,IT,2022-03-19 06:01:42
421,Barabinsk,55.3571,78.357,18.86,92,100,8.95,273,overcast clouds,RU,2022-03-19 06:01:43
422,Asau,46.4333,26.4,30.96,52,26,5.28,21,scattered clouds,RO,2022-03-19 06:01:43
423,Olafsvik,64.8945,-23.7142,33.91,80,100,6.49,86,overcast clouds,IS,2022-03-19 06:01:44
424,Ahuimanu,21.4447,-157.8378,76.75,74,22,4.0,46,few clouds,US,2022-03-19 06:01:44
425,Adrar,20.5022,-10.0711,61.99,35,53,9.19,56,broken clouds,MR,2022-03-19 06:01:45
426,La Asuncion,11.0333,-63.8628,76.73,88,10,13.8,100,clear sky,VE,2022-03-19 06:01:46
427,Rock Sound,24.9,-76.2,76.59,81,1,16.31,114,clear sky,BS,2022-03-19 05:59:54
428,Zheleznogorsk,52.331,35.3711,19.2,93,49,2.71,49,scattered clouds,RU,2022-03-19 06:01:46
429,Ambon,-3.6954,128.1814,89.74,70,40,9.22,220,scattered clouds,ID,2022-03-19 06:01:47
430,Malinovskiy,61.1953,62.8397,32.88,88,30,6.55,286,scattered clouds,RU,2022-03-19 06:01:47
431,Escanaba,45.7453,-87.0646,33.76,86,100,6.91,360,overcast clouds,US,2022-03-19 06:01:48
432,Bestobe,52.4994,73.0975,7.3,87,78,3.47,280,broken clouds,KZ,2022-03-19 06:01:48
433,Belem De Sao Francisco,-8.7539,-38.9658,70.34,85,17,7.78,110,few clouds,BR,2022-03-19 06:01:49
434,Udachnyy,66.4167,112.4,12.47,86,100,15.88,226,light snow,RU,2022-03-19 06:01:49
435,Dawei,14.0833,98.2,89.2,58,96,10.11,249,overcast clouds,MM,2022-03-19 06:01:50
436,Wilmington,34.2257,-77.9447,69.71,71,0,8.05,200,clear sky,US,2022-03-19 06:01:50
437,Yerbogachen,61.2767,108.0108,16.61,91,100,12.39,235,light snow,RU,2022-03-19 06:01:51
438,Idappadi,11.5833,77.85,90.7,39,53,4.16,189,broken clouds,IN,2022-03-19 06:01:51
439,Batagay-Alyta,67.8006,130.4114,0.52,69,0,4.81,189,clear sky,RU,2022-03-19 06:01:52
440,Marovoay,-16.1,46.6333,80.42,85,95,3.04,87,overcast clouds,MG,2022-03-19 06:01:52
441,Rawson,-43.3002,-65.1023,51.98,53,0,5.93,341,clear sky,AR,2022-03-19 05:59:07
442,Svetlogorsk,52.6333,29.7333,30.29,57,0,4.5,20,clear sky,BY,2022-03-19 06:00:46
443,Seoul,37.5683,126.9778,42.37,78,75,12.66,90,broken clouds,KR,2022-03-19 05:57:04
444,Hatillo,18.4863,-66.8254,74.79,90,3,1.99,23,clear sky,PR,2022-03-19 06:01:53
445,Prince Rupert,54.3161,-130.3201,37.49,93,100,5.75,140,light rain,CA,2022-03-19 06:01:54
446,Bajos De Haina,18.4154,-70.0332,76.32,78,51,8.68,18,broken clouds,DO,2022-03-19 06:01:55
447,Hamilton,39.1834,-84.5333,59.18,91,100,10.36,180,light rain,US,2022-03-19 06:01:55
448,Ixtapa,20.7,-105.2,67.23,78,0,3.09,91,clear sky,MX,2022-03-19 06:00:14
449,Bayangol,50.6977,103.4656,21.49,53,100,4.03,38,overcast clouds,RU,2022-03-19 06:01:56
450,Puerto Carreno,6.189,-67.4859,79.66,64,98,6.71,44,overcast clouds,CO,2022-03-19 06:01:56
451,Lobito,-12.3481,13.5456,77.25,70,53,1.83,98,broken clouds,AO,2022-03-19 06:01:57
452,Vincennes,48.85,2.4333,44.17,64,0,18.41,60,clear sky,FR,2022-03-19 06:01:57
453,Semey,50.4111,80.2275,14.22,79,0,13.42,270,clear sky,KZ,2022-03-19 05:59:32
454,Ayagoz,47.9714,80.4392,18.07,88,99,7.18,0,overcast clouds,KZ,2022-03-19 06:01:58
455,Angoche,-16.2325,39.9086,78.58,89,100,7.18,238,light rain,MZ,2022-03-19 06:01:59
456,Tessalit,20.1986,1.0114,69.76,19,1,9.8,41,clear sky,ML,2022-03-19 06:02:00
457,Nara,34.6851,135.8049,53.49,47,100,10.31,293,light rain,JP,2022-03-19 06:01:23
458,Reyes,-14.3167,-67.3833,72.57,99,100,1.68,175,overcast clouds,BO,2022-03-19 06:02:00
459,Bonfim,3.0833,-59.95,75.97,83,100,7.65,57,overcast clouds,BR,2022-03-19 06:02:01
460,Hohoe,7.1518,0.4736,75.79,95,14,3.98,162,few clouds,GH,2022-03-19 06:02:01
461,Coihueco,-36.6167,-71.8333,57.42,25,100,2.89,159,overcast clouds,CL,2022-03-19 06:03:02
462,Viedma,-40.8135,-62.9967,51.49,45,18,4.81,12,few clouds,AR,2022-03-19 06:03:02
463,Manbij,36.5281,37.9549,36.72,53,99,11.86,345,light rain,SY,2022-03-19 06:03:03
464,Waw,7.7029,27.9953,81.72,15,100,5.86,21,overcast clouds,SS,2022-03-19 06:03:03
465,Raga,8.4596,25.678,75.54,14,69,7.58,14,broken clouds,SS,2022-03-19 06:00:18
466,Dillon,34.4166,-79.3712,60.71,77,99,8.32,219,overcast clouds,US,2022-03-19 06:00:40
467,Igarapava,-20.0383,-47.7469,70.81,85,82,2.35,72,broken clouds,BR,2022-03-19 06:02:49
468,Aykhal,66.0,111.5,9.5,88,100,19.26,235,overcast clouds,RU,2022-03-19 06:03:04
469,Harper,4.375,-7.7169,78.94,88,89,7.47,248,overcast clouds,LR,2022-03-19 06:03:05
470,Turukhansk,65.8167,87.9833,23.63,96,100,12.68,235,snow,RU,2022-03-19 06:03:06
471,Otradnoye,59.7775,30.8181,38.03,92,73,3.96,280,broken clouds,RU,2022-03-19 06:03:06
