City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
385,Saint Anthony,US,2022-03-14 04:38:18,45.0205,-93.218,36.55,70,100,3.44
386,Itaueira,BR,2022-03-14 04:38:19,-7.6033,-43.0256,73.87,83,55,1.86
387,Raga,SS,2022-03-14 04:38:19,8.4596,25.678,71.73,23,87,3.09
388,Aberdeen,GB,2022-03-14 04:38:20,57.1437,-2.0981,41.65,95,78,1.14
389,Raton,US,2022-03-14 04:38:20,36.9034,-104.4391,48.54,30,0,10.36
390,Ako,JP,2022-03-14 04:38:21,34.75,134.4,69.04,64,60,1.01
391,Pishin,PK,2022-03-14 04:38:21,30.5803,66.9961,72.9,28,6,5.41
392,Karia,NG,2022-03-14 04:38:22,11.7306,11.1629,68.77,19,77,8.99
393,Razdolnoye,RU,2022-03-14 04:38:22,43.55,131.9167,37.81,78,95,7.4
394,Dunedin,NZ,2022-03-14 04:37:51,-45.8742,170.5036,64.8,64,44,7.0
395,Sungaipenuh,ID,2022-03-14 04:38:23,-2.0833,101.3833,76.23,71,100,3.49
396,The Valley,AI,2022-03-14 04:38:24,18.217,-63.0578,76.86,77,3,24.47
397,Portland,US,2022-03-14 04:38:09,45.5234,-122.6762,49.62,87,100,7.0
398,Pevek,RU,2022-03-14 04:38:24,69.7008,170.3133,-11.87,96,97,3.11
399,Walvis Bay,NA,2022-03-14 04:38:25,-22.9575,14.5053,61.09,94,29,3.44
400,Leeuwarden,NL,2022-03-14 04:38:25,53.2014,5.8086,50.0,80,100,5.75
401,Kurchum,KZ,2022-03-14 04:38:26,48.5722,83.6542,27.84,78,81,2.82
402,Mount Isa,AU,2022-03-14 04:38:26,-20.7333,139.5,94.77,34,75,8.05
403,Aguimes,ES,2022-03-14 04:38:27,27.9054,-15.4461,59.63,72,20,13.8
404,Gat,IL,2022-03-14 04:38:28,31.61,34.7642,48.07,100,65,5.99
405,Maniitsoq,GL,2022-03-14 04:38:28,65.4167,-52.9,4.26,92,100,27.22
406,Midland,US,2022-03-14 04:35:28,31.9974,-102.0779,53.85,29,0,18.41
407,Luchegorsk,RU,2022-03-14 04:38:29,46.4764,134.2569,31.06,85,97,3.98
408,Opuwo,NA,2022-03-14 04:38:29,-18.0607,13.84,62.1,89,99,4.7
409,Soyo,AO,2022-03-14 04:38:30,-6.1349,12.3689,78.76,82,98,5.61
410,Henties Bay,NA,2022-03-14 04:39:30,-22.116,14.2845,62.8,85,99,8.03
411,Pahrump,US,2022-03-14 04:35:57,36.2083,-115.9839,56.5,17,29,3.0
412,College,US,2022-03-14 04:39:31,64.8569,-147.8028,3.18,55,0,3.44
413,Souillac,MU,2022-03-14 04:39:31,-20.5167,57.5167,80.98,83,75,11.5
414,San Quintin,MX,2022-03-14 04:38:30,30.4833,-115.95,56.91,86,0,13.24
415,Krasnooktyabrskiy,RU,2022-03-14 04:39:32,44.9328,38.3712,29.08,81,38,3.74
416,Yarmouth,US,2022-03-14 04:39:33,41.7057,-70.2286,33.94,68,40,21.99
417,Plover,US,2022-03-14 04:35:11,44.4564,-89.544,31.08,81,100,0.0
418,Loudeac,FR,2022-03-14 04:39:33,48.1783,-2.7543,43.66,95,100,5.84
419,Punta Cardon,VE,2022-03-14 04:39:34,11.6581,-70.215,77.25,81,81,20.18
420,Lake Elsinore,US,2022-03-14 04:36:48,33.6681,-117.3273,57.87,72,1,4.0
421,Beringovskiy,RU,2022-03-14 04:39:35,63.05,179.3167,0.77,88,2,5.73
422,Santa Cruz De La Palma,ES,2022-03-14 04:39:35,28.6835,-17.7642,62.13,72,0,2.3
423,Kimbe,PG,2022-03-14 04:39:36,-5.5502,150.1429,85.6,71,76,5.03
424,Margate,GB,2022-03-14 04:39:36,51.3813,1.3862,46.31,92,53,1.01
425,Liverpool,GB,2022-03-14 04:37:44,53.4106,-2.9779,42.51,88,6,4.61
426,Donskoye,RU,2022-03-14 04:39:37,45.4552,41.9741,26.73,63,26,2.37
427,Nizhniy Kuranakh,RU,2022-03-14 04:39:37,58.8353,125.4869,14.16,71,100,3.4
428,Magadan,RU,2022-03-14 04:39:38,59.5667,150.8,24.53,69,100,0.31
429,Kodino,RU,2022-03-14 04:39:38,63.7198,39.6447,15.51,97,79,3.69
430,Longonjo,AO,2022-03-14 04:39:39,-12.9067,15.2533,62.58,98,100,1.92
431,Impfondo,CG,2022-03-14 04:39:39,1.6381,18.0667,69.06,93,69,1.72
432,Ossora,RU,2022-03-14 04:39:40,59.2353,163.0719,16.56,86,4,1.52
433,Leh,IN,2022-03-14 04:39:40,34.1667,77.5833,22.14,54,20,2.44
434,Arkansas City,US,2022-03-14 04:39:41,37.062,-97.0384,55.02,26,0,20.71
435,Ngatea,NZ,2022-03-14 04:39:41,-37.2833,175.5,83.34,46,8,5.19
436,Kavaratti,IN,2022-03-14 04:39:42,10.5669,72.642,83.23,70,19,4.5
437,Zhangye,CN,2022-03-14 04:39:10,38.9342,100.4517,68.85,14,33,8.72
438,Banda Aceh,ID,2022-03-14 04:39:43,5.5577,95.3222,84.76,70,91,12.3
439,Martapura,ID,2022-03-14 04:39:43,-3.4167,114.85,86.09,70,40,5.75
440,Tamandare,BR,2022-03-14 04:39:44,-8.7597,-35.1047,78.3,83,77,4.65
441,Ati,TD,2022-03-14 04:39:44,13.2154,18.3353,71.22,17,71,9.66
442,Algeciras,ES,2022-03-14 04:39:45,36.1333,-5.4505,53.28,87,75,6.91
443,Yelizovo,RU,2022-03-14 04:39:45,53.1873,158.3805,32.14,69,40,8.99
444,Boma,GH,2022-03-14 04:39:46,7.0805,-2.1697,72.45,93,100,1.41
445,Kijang,KR,2022-03-14 04:39:46,35.2442,129.2139,55.13,82,100,3.8
446,Oranjestad,AW,2022-03-14 04:35:53,12.524,-70.027,78.75,73,20,16.11
447,Manhattan,US,2022-03-14 04:37:54,40.7834,-73.9662,33.66,58,100,8.05
448,Kirkenaer,NO,2022-03-14 04:39:47,60.4564,12.0582,21.74,97,98,1.28
449,Eyl,SO,2022-03-14 04:39:48,7.9803,49.8164,80.04,60,68,16.44
450,Camacha,PT,2022-03-14 04:39:48,33.0833,-16.3333,49.42,66,40,31.07
451,Timra,SE,2022-03-14 04:39:49,62.487,17.3257,31.68,86,74,0.0
452,Vila Velha,BR,2022-03-14 04:39:49,-20.3297,-40.2925,75.94,93,20,3.44
453,Ozinki,RU,2022-03-14 04:39:50,51.1786,49.6769,8.49,97,92,7.7
454,Pocone,BR,2022-03-14 04:39:50,-16.2567,-56.6228,72.18,96,96,3.29
455,Chemin Grenier,MU,2022-03-14 04:40:51,-20.4872,57.4656,80.19,80,100,13.76
456,Chicama,PE,2022-03-14 04:40:51,-7.8447,-79.1469,68.54,71,98,3.56
457,Sanok,PL,2022-03-14 04:40:52,49.5557,22.2056,32.27,90,5,4.34
458,Luba,GQ,2022-03-14 04:40:52,3.4568,8.5547,76.89,79,85,3.15
459,Fort Morgan,US,2022-03-14 04:40:15,40.2503,-103.8,48.85,37,100,12.66
460,Fortuna Foothills,US,2022-03-14 04:40:53,32.6578,-114.4119,69.89,18,0,8.05
461,Kathmandu,NP,2022-03-14 04:36:12,27.7167,85.3167,71.82,49,20,2.3
462,Santa Isabel Do Rio Negro,BR,2022-03-14 04:40:14,-0.4139,-65.0192,71.38,100,100,1.25
463,Man,CI,2022-03-14 04:40:54,7.4125,-7.5538,71.37,97,100,2.82
464,Muli,MV,2022-03-14 04:40:55,2.9167,73.5667,83.55,66,98,6.96
465,Dukat,RU,2022-03-14 04:40:55,62.55,155.55,5.65,90,76,2.19
466,Ternate,ID,2022-03-14 04:40:56,0.8,127.4,85.06,70,26,4.14
467,Makakilo City,US,2022-03-14 04:40:56,21.3469,-158.0858,79.12,62,0,12.66
468,Gladstone,AU,2022-03-14 04:40:57,-23.85,151.25,84.13,48,40,16.11
469,Hammerfest,NO,2022-03-14 04:37:19,70.6634,23.6821,39.65,65,0,5.75
470,Tetelzingo,MX,2022-03-14 04:40:58,19.0667,-97.15,47.86,76,18,4.5
471,Los Llanos De Aridane,ES,2022-03-14 04:40:58,28.6585,-17.9182,59.13,72,0,7.0
472,Gikongoro,RW,2022-03-14 04:40:59,-2.464,29.5739,58.08,89,87,2.51
473,Alice Springs,AU,2022-03-14 04:40:59,-23.7,133.8833,98.15,10,6,9.22
474,Karwar,IN,2022-03-14 04:41:00,14.8,74.1333,89.58,38,2,6.55
475,Kokoda,PG,2022-03-14 04:41:00,-8.8785,147.7407,82.72,83,95,4.83
476,Stornoway,GB,2022-03-14 04:41:01,58.2093,-6.3865,46.36,84,75,18.41
477,Sorland,NO,2022-03-14 04:41:01,67.667,12.6934,40.33,77,100,11.88
478,Molo,KE,2022-03-14 04:41:02,-0.2479,35.7374,58.96,55,99,2.91
479,Manzhouli,CN,2022-03-14 04:41:02,49.6,117.4333,29.3,61,96,8.52
480,Morehead,US,2022-03-14 04:41:03,37.2711,-87.1764,40.75,70,0,4.61
481,Broome,US,2022-03-14 04:41:04,42.2506,-75.833,28.2,75,100,8.05
482,Wanxian,CN,2022-03-14 04:41:04,30.8039,108.3897,86.61,41,100,6.82
483,Sainte-Rose,GP,2022-03-14 04:41:05,16.3324,-61.6979,75.24,83,20,5.75
484,Guerrero Negro,MX,2022-03-14 04:41:05,27.9769,-114.0611,58.82,79,2,16.15
485,Santa Cruz,BO,2022-03-14 04:36:52,-17.8,-63.1667,74.66,73,100,9.22
486,Ayagoz,KZ,2022-03-14 04:41:06,47.9714,80.4392,31.55,97,100,13.49
487,Joshimath,IN,2022-03-14 04:41:06,30.5667,79.5667,72.54,31,0,0.65
488,Parangan,PH,2022-03-14 04:41:07,5.0839,119.9383,83.44,73,98,2.48
489,Jimeta,NG,2022-03-14 04:41:07,9.2833,12.4667,76.23,21,87,1.43
490,Alegrete,BR,2022-03-14 04:37:52,-29.7831,-55.7919,58.75,87,4,7.0
491,Ylivieska,FI,2022-03-14 04:41:08,64.0833,24.55,23.88,92,53,4.16
492,Tall Kayf,TR,2022-03-14 04:41:09,37.0833,41.0667,38.59,87,75,3.44
493,Sola,VU,2022-03-14 04:41:09,-13.8833,167.55,82.69,72,67,7.56
494,Eutin,DE,2022-03-14 04:41:10,54.1333,10.6167,39.11,54,0,8.23
495,Mayumba,GA,2022-03-14 04:41:10,-3.432,10.6554,78.13,86,80,5.79
496,Port Hedland,AU,2022-03-14 04:41:11,-20.3167,118.5667,98.65,39,0,16.11
497,Lorengau,PG,2022-03-14 04:41:11,-2.0226,147.2712,86.32,66,46,10.09
498,Champerico,GT,2022-03-14 04:41:12,14.3,-91.9167,79.43,73,6,6.49
499,Andenes,NO,2022-03-14 04:41:12,69.3143,16.1194,33.78,86,0,13.8
500,High Rock,BS,2022-03-14 04:41:13,26.6208,-78.2833,66.22,70,91,19.86
501,Fuzhou,CN,2022-03-14 04:41:13,26.0614,119.3061,75.09,46,61,3.47
502,Mporokoso,ZM,2022-03-14 04:42:14,-9.3727,30.125,60.82,93,100,0.83
503,Pacific Grove,US,2022-03-14 04:42:14,36.6177,-121.9166,55.42,87,0,3.44
504,Kursk,RU,2022-03-14 04:42:15,51.7303,36.1939,26.8,68,0,13.42
505,Babayurt,RU,2022-03-14 04:42:15,43.6002,46.7789,32.22,66,21,0.96
506,Balabac,PH,2022-03-14 04:42:16,7.9868,117.0645,85.55,67,75,6.08
507,Tiarei,PF,2022-03-14 04:42:16,-17.5333,-149.3333,82.42,75,53,8.97
508,Iracoubo,GF,2022-03-14 04:38:42,5.4802,-53.2011,75.2,96,100,10.92
509,Bayangol,RU,2022-03-14 04:42:17,50.6977,103.4656,14.94,72,100,3.96
510,Manga,BF,2022-03-14 04:42:17,11.6636,-1.0731,84.88,25,100,3.6
511,Humaita,BR,2022-03-14 04:42:18,-7.5061,-63.0208,73.24,100,100,3.06
512,Noumea,NC,2022-03-14 04:42:18,-22.2763,166.4572,84.0,99,99,8.19
513,Gummidipundi,IN,2022-03-14 04:42:19,13.4,80.15,87.98,47,30,6.85
514,Sumkino,RU,2022-03-14 04:42:19,58.1108,68.3244,9.79,87,100,9.55
515,Labuan,MY,2022-03-14 04:42:20,5.2767,115.2417,86.36,79,20,0.0
516,Arona,ES,2022-03-14 04:42:20,28.0996,-16.681,58.12,63,20,5.75
517,Yar-Sale,RU,2022-03-14 04:42:21,66.8333,70.8333,4.06,99,100,7.61
518,Nizhniy Odes,RU,2022-03-14 04:42:22,63.6445,54.856,15.55,93,89,6.33
519,Chernyshevskiy,RU,2022-03-14 04:42:22,63.0128,112.4714,1.94,84,99,2.3
520,Vaitape,PF,2022-03-14 04:42:23,-16.5167,-151.75,82.08,73,85,12.62
521,Ketchikan,US,2022-03-14 04:37:34,55.3422,-131.6461,39.67,87,100,11.5
522,Prince Rupert,CA,2022-03-14 04:39:59,54.3161,-130.3201,41.09,93,100,36.82
523,Cockburn Town,TC,2022-03-14 04:40:13,21.4612,-71.1419,77.67,78,0,17.81
524,Payakumbuh,ID,2022-03-14 04:42:24,-0.2202,100.6308,80.98,82,81,1.21
525,Tselinnoye,RU,2022-03-14 04:42:24,53.0833,85.6667,7.5,82,70,3.47
526,Atikokan,CA,2022-03-14 04:42:25,48.7555,-91.6216,0.0,99,99,3.38
527,Camocim,BR,2022-03-14 04:42:25,-2.9022,-40.8411,75.94,90,100,6.49
528,Meulaboh,ID,2022-03-14 04:42:26,4.1363,96.1285,85.82,67,45,3.11
529,Dongsheng,CN,2022-03-14 04:42:26,39.8161,109.9776,53.55,14,10,18.86
530,Kaitangata,NZ,2022-03-14 04:38:54,-46.2817,169.8464,59.14,80,49,6.38
531,Alamogordo,US,2022-03-14 04:42:27,32.8995,-105.9603,58.57,20,0,10.36
532,Cocorit,MX,2022-03-14 04:42:27,27.5833,-109.9667,58.05,32,14,1.19
533,Erzin,TR,2022-03-14 04:42:28,36.9559,36.2,35.33,73,3,2.53
534,Lucapa,AO,2022-03-14 04:42:28,-8.4192,20.7447,61.68,97,98,0.49
535,Hualmay,PE,2022-03-14 04:42:29,-11.0964,-77.6139,72.14,80,100,7.52
536,Voznesenye,RU,2022-03-14 04:42:29,61.0106,35.4781,7.54,100,92,3.04
537,Pontianak,ID,2022-03-14 04:42:30,-0.0333,109.3333,91.38,55,20,5.75
538,Talakan,RU,2022-03-14 04:42:30,50.3167,130.3667,28.38,70,99,4.03
539,Tenenkou,ML,2022-03-14 04:42:31,14.4572,-4.9169,77.49,11,100,10.2
540,Deputatskiy,RU,2022-03-14 04:42:31,69.3,139.9,-6.92,95,100,2.59
541,Yashan,CN,2022-03-14 04:42:32,22.1975,109.9419,84.34,47,8,6.42
542,Erenhot,CN,2022-03-14 04:42:32,43.6475,111.9767,45.64,29,93,15.23
543,Braco Do Norte,BR,2022-03-14 04:42:33,-28.275,-49.1656,70.56,99,100,0.94
544,Winnemucca,US,2022-03-14 04:42:33,40.973,-117.7357,33.85,55,0,0.0
545,Sunnyside,US,2022-03-14 04:38:49,46.3237,-120.0087,51.78,67,0,0.0
546,Rancho Palos Verdes,US,2022-03-14 04:40:48,33.7445,-118.387,63.09,80,17,3.0
547,Hailar,CN,2022-03-14 04:42:34,49.2,119.7,23.41,74,75,5.61
548,Hohhot,CN,2022-03-14 04:42:34,40.8106,111.6522,50.29,29,19,4.47
549,Mount Darwin,ZW,2022-03-14 04:42:35,-16.7725,31.5838,65.48,94,25,2.06
550,Astoria,US,2022-03-14 04:37:38,46.1879,-123.8313,48.09,90,100,12.66
551,Russell,US,2022-03-14 04:43:36,32.3502,-85.1999,43.83,86,0,3.44
552,Pyapon,MM,2022-03-14 04:43:36,16.2833,95.6833,98.92,24,35,4.63
553,Kaeo,NZ,2022-03-14 04:43:37,-35.1,173.7833,70.27,74,36,5.28
554,Zamboanguita,PH,2022-03-14 04:43:37,9.1025,123.1996,84.65,72,61,10.47
555,Nosy Varika,MG,2022-03-14 04:43:38,-20.5833,48.5333,75.42,90,92,7.31
556,Ambon,ID,2022-03-14 04:43:38,-3.6954,128.1814,80.74,89,40,4.61
557,Ust-Omchug,RU,2022-03-14 04:40:21,61.15,149.6333,8.51,82,100,3.11
558,Sangar,RU,2022-03-14 04:43:39,63.9242,127.4739,0.21,89,100,5.84
559,Phenix City,US,2022-03-14 04:43:39,32.471,-85.0008,44.69,69,0,3.44
560,Poli,TZ,2022-03-14 04:43:40,-3.3333,36.8,61.07,82,75,5.75
561,Abha,SA,2022-03-14 04:43:41,18.2164,42.5053,55.22,100,15,0.0
562,Nueve De Julio,AR,2022-03-14 04:43:42,-35.4444,-60.8831,58.89,58,41,8.3
563,Linhares,BR,2022-03-14 04:43:42,-19.3911,-40.0722,72.54,94,41,2.24
564,Liuzhou,CN,2022-03-14 04:43:43,24.3126,109.3892,76.1,67,100,3.87
565,Progreso,MX,2022-03-14 04:43:44,21.2833,-89.6667,71.11,71,60,11.45
566,Warmbad,NA,2022-03-14 04:43:44,-28.45,18.7333,55.6,66,1,11.88
567,Petropavlovsk-Kamchatskiy,RU,2022-03-14 04:43:45,53.0452,158.6483,30.79,69,40,8.95
568,Estelle,US,2022-03-14 04:43:45,29.8458,-90.1067,53.6,75,0,6.91
569,La Paz,BO,2022-03-14 04:43:46,-16.5,-68.15,46.38,100,75,6.91
570,Khotyn,UA,2022-03-14 04:43:46,48.4833,26.5,28.45,84,9,3.13
571,Thinadhoo,MV,2022-03-14 04:43:47,0.5333,72.9333,83.08,67,94,3.04
572,Tatarsk,RU,2022-03-14 04:43:47,55.219,75.9828,4.48,87,13,11.25
573,Niquelandia,BR,2022-03-14 04:43:48,-14.4739,-48.4597,69.53,92,48,1.88
574,Graaff-Reinet,ZA,2022-03-14 04:43:48,-32.2522,24.5308,54.91,95,100,8.46
575,Ridgecrest,US,2022-03-14 04:43:49,35.6225,-117.6709,62.46,31,0,9.22
576,Shebunino,RU,2022-03-14 04:43:49,46.4339,141.8603,33.42,76,77,5.44
577,Port Shepstone,ZA,2022-03-14 04:43:50,-30.7414,30.455,71.1,83,99,16.89
